name,category,details
smok-tfv12-prince-coils,Vape Devices,"The SMOK TFV12 Prince Replacement Coils are unrivaled performance atomizer cores introduced with the amazing TFV12 Cloud Beast Prince Tank. Designed for mid-wattage configurations, it offers phenomenal flavor recreation and excellent vapor production. Comes in pack of 3.| For the Best performance & vaping experience, we recommend using the coil within the wattage range stated on the coil by the manufacturer.| Using the coils out of the recommended range may shorten the coil lifespan.| Note: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED| Specifications:| Prince T10 Decuple Coils:| Prince M4 Quadruple Coils:| Prince Max Mesh| Prince RBA Rebuildable Head:| Prince Strip Coil (0.15ohm):| Prince X6 Sextuple Coil:|  0.12 ohm: 60-120w / Best 80-110
Best For: Brings You Massive Vapor And Rich Flavor
Detailed: 5 structures in one coil having Elongated wicking ports for continuous coil saturation. Designed for more clouds and More Flavour for this series.
Wire Material: Kanthal Resistance
Wicking Material: Japanese Organic Cotton| 0.17 ohm: 30-70w / Best 45-55w
Best For : Bring You silky And Rich Cloud Taste
Detailed: The cores have 12 holes on their bodies, which can make the e-juice quickly saturate the inside cotton and at the same time dissipate heat. will produce massive vapor, smooth airflow, rich flavours.
Wire Material: Kanthal Resistance
Wicking Material: Japanese Organic Cotton.| 0.17 ohm: 80-130w / Best 90-110w
Best for: Super large cloud, Smoother inhale
Detailed: The mesh core design provides a larger heating area which allows the cotton to be heated more evenly., faster heating process and truly massive vapor clouds. wicking slots are huge.
Wire Material: Kanthal Mesh Resistance
Wicking Material: Japanese Organic Cotton| V12 Prince RBA Head (RBA Head Only Available as 1-Piece)
Construction: 304 Stainless Steel
17mm Large Velocity-Style Deck
Supports a Single or Dual Coil Configuration
Heavy-Duty Insulator
12 x 5mm Central Airflow| 0.15 ohm: 40 -100w / Best 80-90w
Best for: Purer flavor with bigger clouds of vapor, large heating area.
Detailed: ""Strip"" Coil has a porous surface structure that allows for faster e Liquid absorption which can fasten the speed of e-juice absorption reduces the likelihood of unpleasant dry hits as well as enlarge the heating area. Can handle high temps without giving a burnt taste and allows you to taste of your e-juice to the fullest. Prince strip coil sets it apart from all other coils can load higher power compared with other traditional heating wires.
Wire Material: Kanthal Strip Resistance
Wicking Material: Japanese Organic Cotton| 0.15 ohm : 50-120W Best 80-100W
Best For: Silky Taste ,Massive Vapor 
Detailed: 
2 structures in one coil
The cores have 12 holes on their bodies, which can make the e-juice quickly saturate the inside cotton . will produce massive vapor, smooth airflow, rich flavours.
Wire Material: Kanthal Resistance
Wicking Material: Japanese Organic Cotton GET FREE SHIPPING ON ORDERS OVER $50.00.| The SMOK TFV12 Prince Replacement Coils are unrivaled performance atomizer cores introduced with the amazing TFV12 Cloud Beast Prince Tank. Designed for mid-wattage configurations, it offers phenomenal flavor recreation and excellent vapor production. Comes in pack of 3.| For the Best performance & vaping experience, we recommend using the coil within the wattage range stated on the coil by the manufacturer.

Using the coils out of the recommended range may shorten the coil lifespan.

Note: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED

Specifications:

Prince T10 Decuple Coils:

0.12 ohm: 60-120w / Best 80-110
Best For: Brings You Massive Vapor And Rich Flavor
Detailed: 5 structures in one coil having Elongated wicking ports for continuous coil saturation. Designed for more clouds and More Flavour for this series.
Wire Material: Kanthal Resistance
Wicking Material: Japanese Organic Cotton

Prince M4 Quadruple Coils:

0.17 ohm: 30-70w / Best 45-55w
Best For : Bring You silky And Rich Cloud Taste
Detailed: The cores have 12 holes on their bodies, which can make the e-juice quickly saturate the inside cotton and at the same time dissipate heat. will produce massive vapor, smooth airflow, rich flavours.
Wire Material: Kanthal Resistance
Wicking Material: Japanese Organic Cotton.

Prince Max Mesh

0.17 ohm: 80-130w / Best 90-110w
Best for: Super large cloud, Smoother inhale
Detailed: The mesh core design provides a larger heating area which allows the cotton to be heated more evenly., faster heating process and truly massive vapor clouds. wicking slots are huge.
Wire Material: Kanthal Mesh Resistance
Wicking Material: Japanese Organic Cotton

Prince RBA Rebuildable Head:

V12 Prince RBA Head (RBA Head Only Available as 1-Piece)
Construction: 304 Stainless Steel
17mm Large Velocity-Style Deck
Supports a Single or Dual Coil Configuration
Heavy-Duty Insulator
12 x 5mm Central Airflow

Prince Strip Coil (0.15ohm):

0.15 ohm: 40 -100w / Best 80-90w
Best for: Purer flavor with bigger clouds of vapor, large heating area.
Detailed: ""Strip"" Coil has a porous surface structure that allows for faster e Liquid absorption which can fasten the speed of e-juice absorption reduces the likelihood of unpleasant dry hits as well as enlarge the heating area. Can handle high temps without giving a burnt taste and allows you to taste of your e-juice to the fullest. Prince strip coil sets it apart from all other coils can load higher power compared with other traditional heating wires.
Wire Material: Kanthal Strip Resistance
Wicking Material: Japanese Organic Cotton

Prince X6 Sextuple Coil:

0.15 ohm : 50-120W Best 80-100W
Best For: Silky Taste ,Massive Vapor 
Detailed: 
2 structures in one coil
The cores have 12 holes on their bodies, which can make the e-juice quickly saturate the inside cotton . will produce massive vapor, smooth airflow, rich flavours.
Wire Material: Kanthal Resistance
Wicking Material: Japanese Organic Cotton"
smok-tfv8-baby-beast-big-baby-tfv12-baby-prince-stick-v8-coil,Vape Devices,"Smok TFV8 Baby Beast 5pk| Smok V8 Baby Beast coils are redesigned to offer the same fantastic flavor, and vapor production clouds as the TFV8. The Baby V8-T8 features a quad barrel, octo coil setup and is designed to enhance flavor while still allowing you to vape at higher wattage. If you love clouds, this is the Baby Beast coil for you.| For the Best performance & vaping experience, we recommend using the coil within the wattage range stated on the coil by the manufacturer.| Using the coils out of the recommended range may shorten the coil lifespan.| Note: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED| Specifications:| Baby M2:| Baby Mesh| V8 Baby Q4 (0.4):| Includes: 0.15 ohm: 25-45w / Best 35w
Best For: Tighter Hits, within the series Mouth-to-Lung Hits, Constant Voltage MODs
Detailed:
lower wattage threshold
Little more clouds then 0.25Ohm Coils 
Brings you cool and smooth taste 
Suitable for Mouth to lung 
Experience a very tight draw relative to any of the other coils within the series
Wire Material: Kanthal Resistance
Wicking Material: Japanese Organic Cotton| 0.15 ohm: 40-80w / Best 60-70w
Best For: Flavour, Vapor Production, Long Lasting
Detailed: 
The mesh core design provides a larger heating area, faster heating process and truly massive vapor clouds. 
Mesh wiring contacts a greater amount of the cotton
V8-Baby Mesh Coils tend to last substantially longer than the others within the series.
Wire Material: Mesh Resistance
Wicking Material: Japanese Organic Cotton| 0.4 ohm: 30-65w / Best 50-60w
Best For: Airy Draw, Flavor, Cooler Hits
Detailed: Has lower wattage threshold, Experience a very Airy draw, slightly more robust flavor experience then M2 coils 
Wire Material: Kanthal Resistance
Wicking Material: Japanese Organic Cotton| 5 x Smok TFV8 Baby Beast Replacement Coils GET FREE SHIPPING ON ORDERS OVER $50.00.| Smok TFV8 Baby Beast 5pk

Smok V8 Baby Beast coils are redesigned to offer the same fantastic flavor, and vapor production clouds as the TFV8. The Baby V8-T8 features a quad barrel, octo coil setup and is designed to enhance flavor while still allowing you to vape at higher wattage. If you love clouds, this is the Baby Beast coil for you.| For the Best performance & vaping experience, we recommend using the coil within the wattage range stated on the coil by the manufacturer.

Using the coils out of the recommended range may shorten the coil lifespan.

Note: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED

Specifications:

Baby M2:

0.15 ohm: 25-45w / Best 35w
Best For: Tighter Hits, within the series Mouth-to-Lung Hits, Constant Voltage MODs
Detailed:
lower wattage threshold
Little more clouds then 0.25Ohm Coils 
Brings you cool and smooth taste 
Suitable for Mouth to lung 
Experience a very tight draw relative to any of the other coils within the series
Wire Material: Kanthal Resistance
Wicking Material: Japanese Organic Cotton

Baby Mesh

0.15 ohm: 40-80w / Best 60-70w
Best For: Flavour, Vapor Production, Long Lasting
Detailed: 
The mesh core design provides a larger heating area, faster heating process and truly massive vapor clouds. 
Mesh wiring contacts a greater amount of the cotton
V8-Baby Mesh Coils tend to last substantially longer than the others within the series.
Wire Material: Mesh Resistance
Wicking Material: Japanese Organic Cotton

V8 Baby Q4 (0.4):

0.4 ohm: 30-65w / Best 50-60w
Best For: Airy Draw, Flavor, Cooler Hits
Detailed: Has lower wattage threshold, Experience a very Airy draw, slightly more robust flavor experience then M2 coils 
Wire Material: Kanthal Resistance
Wicking Material: Japanese Organic Cotton

Includes:

5 x Smok TFV8 Baby Beast Replacement Coils"
elate-vape-luna-coils,Vape Devices,"ELATE Vape Luna Replacement coils are made with unbleached organic cotton and designed for (MTL) mouth to lung inhale vapers. The organic cotton used in ELATE Luna coils are not chemically bleached they are 100% natural. Most importantly, it yields better flavour and vapor production.| Please note that we will ship out the JustFog Replacement Coils (as shown in the image). This coil is compatible with the Elate Luna Tank.| Specifications:| 1.6ohm:| 1.2ohm:| Includes: 1.6Ohm 6-12w (MTL)
Best For: Pure Flavour and tight draw 
Detailed: The coil produces better flavor and a smoother taste That combines with the high-grade nichrome wire offers all vapers a wonderful experience.
Wire Material: NiCr Resistance
Wicking Material: Organic Cotton| 1.2 Ohm 6-12w(MTL)
Best For: Deep Flavour and Light draw within the series 
Detailed: The coil produces Deeper flavor and a smoother taste than other coils within the series. That combines with the high-grade nichrome wire offers all vapers a wonderful experience.
Wire Material: NiCr Resistance
Wicking Material: Organic Cotton|  5 x Replacement Coils GET FREE SHIPPING ON ORDERS OVER $50.00.| ELATE Vape Luna Replacement coils are made with unbleached organic cotton and designed for (MTL) mouth to lung inhale vapers. The organic cotton used in ELATE Luna coils are not chemically bleached they are 100% natural. Most importantly, it yields better flavour and vapor production.

Please note that we will ship out the JustFog Replacement Coils (as shown in the image). This coil is compatible with the Elate Luna Tank.

Specifications:

1.6ohm:

1.6Ohm 6-12w (MTL)
Best For: Pure Flavour and tight draw 
Detailed: The coil produces better flavor and a smoother taste That combines with the high-grade nichrome wire offers all vapers a wonderful experience.
Wire Material: NiCr Resistance
Wicking Material: Organic Cotton

1.2ohm:

1.2 Ohm 6-12w(MTL)
Best For: Deep Flavour and Light draw within the series 
Detailed: The coil produces Deeper flavor and a smoother taste than other coils within the series. That combines with the high-grade nichrome wire offers all vapers a wonderful experience.
Wire Material: NiCr Resistance
Wicking Material: Organic Cotton

Includes:

 5 x Replacement Coils| "
lawless-uneek-mouthtip,Heat Not Burn,"Since nothing has an infinite life span, it is always a good idea to have replacement parts at hand - just in case. If you are one of those users who nibble on the mouthpiece of their device you should always have one of these mouthpieces for the Flowermate Aura 3 in 1 up your sleeve. This mouthpiece is not compatible with other Flowermate Devices.| Compatible devices: Lawless Uneek Tobacco Device
Flowermate Aura 3 in 1 GET FREE SHIPPING ON ORDERS OVER $50.00.| Since nothing has an infinite life span, it is always a good idea to have replacement parts at hand - just in case. If you are one of those users who nibble on the mouthpiece of their device you should always have one of these mouthpieces for the Flowermate Aura 3 in 1 up your sleeve. This mouthpiece is not compatible with other Flowermate Devices.| Compatible devices:

Lawless Uneek Tobacco Device
Flowermate Aura 3 in 1"
mighty-wear-tear-set,Heat Not Burn,"The MIGHTY Wear & Tear Set includes all the spare parts necessary to renew the MIGHTY Cooling Unit.  GET FREE SHIPPING ON ORDERS OVER $50.00.| The MIGHTY Wear & Tear Set includes all the spare parts necessary to renew the MIGHTY Cooling Unit.| What include in Pack:
3 pcs. Mouthpiece
1 pc. MIGHTY Cooling Unit
1 pc. Screen Set
1 pc. Steel Pad Set
2 pcs. Filling Heating Chamber Tool
1 pc. Cleaning Brush
2 pc. Lower Screen With regular mesh"
davinci-iq-flavour-heating-chamber,Heat Not Burn,Compatible with Davinci IQ.  GET FREE SHIPPING ON ORDERS OVER $50.00.| Compatible with Davinci IQ.| 
davinci-iq-mouth-piece,Heat Not Burn,"  GET FREE SHIPPING ON ORDERS OVER $50.00.| 
Designed for ultimate discretion in mind, the IQ mouthpiece is also made of 100% zirconia ceramic which has the same pure flavor and smooth taste when you use glass but only 20x times more durable. Pick up an extra mouthpiece today and always have a clean mouthpiece waiting.| "
volcano-balloon-tube-set-1x3m,Heat Not Burn,"The small Balloon Tube Set contains 1 box of 3 meters balloon material, enough for 5 balloons of the standard size of 60 cm. The Balloon Tube material is food-safe, heat-proof and odor-free.  GET FREE SHIPPING ON ORDERS OVER $50.00.| The small Balloon Tube Set contains 1 box of 3 meters balloon material, enough for 5 balloons of the standard size of 60 cm. The Balloon Tube material is food-safe, heat-proof and odor-free.| "
volcano-mighty-crafty-steel-pad-set-for-dosing-capsules-4pcs-per-pack,Heat Not Burn,"Compatible with:| Includes: Volcano Mighty
Volcano Crafty| 4x Steel Pad GET FREE SHIPPING ON ORDERS OVER $50.00.| Compatible with:

Volcano Mighty
Volcano Crafty

Includes:

4x Steel Pad| "
volcano-mighty-mouth-pieces-4x-pack,Heat Not Burn,"Pack of 4 replacement mouthpieces for the Mighty portable device. This is a genuine Storz & Bickel replacement part, useful for replacing old, worn out mouthpieces, or to use as spares for vaping in a group.  GET FREE SHIPPING ON ORDERS OVER $50.00.| Pack of 4 replacement mouthpieces for the Mighty portable device. This is a genuine Storz & Bickel replacement part, useful for replacing old, worn out mouthpieces, or to use as spares for vaping in a group.| "
volcano-solid-valve-starter-kit,Heat Not Burn,"The Solid Valve Starter kit for the Volcano system allows for customizable balloon sizing; large or small. The Solid Valve balloons can be used for about 30-50 sessions depending on the temperature you vape your tobaccos at. The Solid Valve Kit also boasts a plethora of replacement screens, allowing you to keep your unit in tip top shape with quality vapor for years to come.| Package Includes: Solid Valve
Mouthpiece
Normal Screen Set
Box OEM vapor bags
Filling Chamber
Steel Pad
Cleaning Brush GET FREE SHIPPING ON ORDERS OVER $50.00.| The Solid Valve Starter kit for the Volcano system allows for customizable balloon sizing; large or small. The Solid Valve balloons can be used for about 30-50 sessions depending on the temperature you vape your tobaccos at. The Solid Valve Kit also boasts a plethora of replacement screens, allowing you to keep your unit in tip top shape with quality vapor for years to come.| Package Includes:

Solid Valve
Mouthpiece
Normal Screen Set
Box OEM vapor bags
Filling Chamber
Steel Pad
Cleaning Brush"
volcano-easy-valve-starter-kit,Heat Not Burn,"  GET FREE SHIPPING ON ORDERS OVER $50.00.| 
The EASY VALVE Balloon comes in two sizes: Standard and XL. Inhalation out of the EASY VALVE Balloon is especially comfortable since there is practically no draw resistance.| Product Specification:
4 pc. EASY VALVE Balloon with Mouthpiece
1 pc. EASY VALVE Balloon with Adapter
1 pc. Filling Heating Chamber for tobaccos
3 pc. Filling Heating Chamber Clip
1 pc. Filling Heating Chamber Ring
1 pc. Normal Screen Set (approx. ÃƒËœ 30 mm)
1 pc. Steel Pad (approx. ÃƒËœ 28 x 4 mm)
1 pc. Cleaning Brush"
davinci-ascent-jars-2piece,Heat Not Burn,"Need some additional oil jars for your Ascent Device? These are ideal accessories to have a stockpile of. Fill them with your favorite essential oils or blends and simply place in the chamber. Made of 100% glass with a medical grade silicone lid. Using the lid is optional, but assists in keeping your device clean and preventing contents from spilling.  GET FREE SHIPPING ON ORDERS OVER $50.00.| Need some additional oil jars for your Ascent Device? These are ideal accessories to have a stockpile of. Fill them with your favorite essential oils or blends and simply place in the chamber. Made of 100% glass with a medical grade silicone lid. Using the lid is optional, but assists in keeping your device clean and preventing contents from spilling.| "
davinci-replacement-flex-straw-mouthpiece,NA,"This is a replacement Flexi Straw for the DaVinci . This product is identical to the mouthpiece that comes with the purchase of the DaVinci and is an official DaVinci product. If you have lost or need an additional mouthpiece, this is what you are looking for.| Compatibility| Package Contents DaVinci| 1 x Flexi Straw GET FREE SHIPPING ON ORDERS OVER $50.00.| This is a replacement Flexi Straw for the DaVinci . This product is identical to the mouthpiece that comes with the purchase of the DaVinci and is an official DaVinci product. If you have lost or need an additional mouthpiece, this is what you are looking for.| Compatibility

DaVinci

Package Contents

1 x Flexi Straw"
glass-whip-for-tobacco-kit,NA,"If you break the whip for your Desktop Device here is the replacement Glass Whip for dry tobacco use in device. 18mm Standard Size Replacement Whip, 100cm or 3 feet Long, Includes a Pre-Installed Screen.  GET FREE SHIPPING ON ORDERS OVER $50.00.| If you break the whip for your Desktop Device here is the replacement Glass Whip for dry tobacco use in device. 18mm Standard Size Replacement Whip, 100cm or 3 feet Long, Includes a Pre-Installed Screen.| "
volcano-mighty-fill-chamber-tool-set-5x,NA,"This Filling Chamber Tool Set for Storz & Bickel’s Mighty consists of factory replacement tools used to tamp down your plant material in the heating chamber. In addition, these filling chamber tools also help you stir your tobaccos. They can even help you clean out your Mighty Device. With their functionality, these tools are convenient and effective. Each set includes five units of the Filling Chamber tool, which means you’ll always have a spare ready if you lose the tool you are currently using.| Quick Links:| Volcano Mighty.| Includes: 5 pcs. Filling Chamber Tool GET FREE SHIPPING ON ORDERS OVER $50.00.| This Filling Chamber Tool Set for Storz & Bickel’s Mighty consists of factory replacement tools used to tamp down your plant material in the heating chamber. In addition, these filling chamber tools also help you stir your tobaccos. They can even help you clean out your Mighty Device. With their functionality, these tools are convenient and effective. Each set includes five units of the Filling Chamber tool, which means you’ll always have a spare ready if you lose the tool you are currently using.| Quick Links:

Volcano Mighty.

Includes:

5 pcs. Filling Chamber Tool"
davinci-iq-pearl,NA,"The IQ Pearl helps you to pack your tobacco in the bowl firmly. It pushes your material to maintain the surrounding radiant temperature for your tobacco. Comes with 1 pearl.| Compatible with:| Davinci IQ   GET FREE SHIPPING ON ORDERS OVER $50.00.| The IQ Pearl helps you to pack your tobacco in the bowl firmly. It pushes your material to maintain the surrounding radiant temperature for your tobacco. Comes with 1 pearl.| Compatible with:

Davinci IQ "
davinci-cleaning-brush,Heat Not Burn,"The DaVinci Device comes with a cleaning brush, but if you need an extra or have misplaced your original one, pick one of these up today. Comes with 1 piece.  GET FREE SHIPPING ON ORDERS OVER $50.00.| The DaVinci Device comes with a cleaning brush, but if you need an extra or have misplaced your original one, pick one of these up today. Comes with 1 piece.| "
davinci-can-set-2-pieces,Heat Not Burn,"Compatible with:| Davinci   GET FREE SHIPPING ON ORDERS OVER $50.00.| Compatible with:

Davinci | "
volcano-mighty-cooling-unit,Heat Not Burn,"The Cooling Unit cools down the vapour in order to supply pleasant vapour and optimal flavour.| Includes: 1 x Cooling Unit GET FREE SHIPPING ON ORDERS OVER $50.00.| The Cooling Unit cools down the vapour in order to supply pleasant vapour and optimal flavour.| Includes:

1 x Cooling Unit"
volcano-hybrid-tube-kit,Heat Not Burn,"Replace or get a spare tube kit for your Volcano Hybrid. This is a genuine accessory from Storz and Bickel and is only compatible with the Volcano Hybrid.| Includes: 1 x 1m Tube
1 x Tube Flexer
1 x Mouthpiece GET FREE SHIPPING ON ORDERS OVER $50.00.| Replace or get a spare tube kit for your Volcano Hybrid. This is a genuine accessory from Storz and Bickel and is only compatible with the Volcano Hybrid.| Includes:

1 x 1m Tube
1 x Tube Flexer
1 x Mouthpiece"
volcano-mighty,Heat Not Burn,"The MIGHTY is a portable, battery-run and powerful device. Due to the plus-/minus keys and the easily visible LED-display, the operation of the MIGHTY is self-explaining: As soon as the actual temperature corresponds to the individually adjustable set temperature, the device is ready for use.| The Mighty is known as one of the first portable devices to truly perfect hybrid heat. The harmony amongst convection and conduction represents itself with no issue here with this unit. The Mighty hasn’t expected to depend on the materials different vapes in the business are utilizing. No earthenware production. No quartz, The chamber is made of a simply stainless take. The Mighty is able to do full temperature control through an OLED show that is situated at the base of the vape.| Specifications:| Includes: Battery-powered (2 Lithium Ion Batteries)
Portable
Vibration alarm
Weight: 0.5 lbs (230 g)
LED-Display
110 Volt
Size 5.5 x 3.2 x 1.2 inches (14 x 8 x 3 cm)
Weight 0.5lbs (230 g)
Safety features
Vibration alarm when ready for use.
Auto shutoff feature
Boost mode
Smartphone compatibility| 1 x Mighty Portable Device
1 x Power Adapter
1 x Mouthpiece
1 x Liquid Pad for Solid and Thick Oil Aromatherapy Concentrates
3 x Normal Screens
1 x Cleaning Brush
1 x Filling Aid
1 x Set of Spare Seal Rings
1 x Storz & Bickel Grinder
1 x User Manual GET FREE SHIPPING ON ORDERS OVER $50.00.| The MIGHTY is a portable, battery-run and powerful device. Due to the plus-/minus keys and the easily visible LED-display, the operation of the MIGHTY is self-explaining: As soon as the actual temperature corresponds to the individually adjustable set temperature, the device is ready for use.| The Mighty is known as one of the first portable devices to truly perfect hybrid heat. The harmony amongst convection and conduction represents itself with no issue here with this unit. The Mighty hasn’t expected to depend on the materials different vapes in the business are utilizing. No earthenware production. No quartz, The chamber is made of a simply stainless take. The Mighty is able to do full temperature control through an OLED show that is situated at the base of the vape.

Specifications:

Battery-powered (2 Lithium Ion Batteries)
Portable
Vibration alarm
Weight: 0.5 lbs (230 g)
LED-Display
110 Volt
Size 5.5 x 3.2 x 1.2 inches (14 x 8 x 3 cm)
Weight 0.5lbs (230 g)
Safety features
Vibration alarm when ready for use.
Auto shutoff feature
Boost mode
Smartphone compatibility

Includes:

1 x Mighty Portable Device
1 x Power Adapter
1 x Mouthpiece
1 x Liquid Pad for Solid and Thick Oil Aromatherapy Concentrates
3 x Normal Screens
1 x Cleaning Brush
1 x Filling Aid
1 x Set of Spare Seal Rings
1 x Storz & Bickel Grinder
1 x User Manual"
volcano-solid-valve-digit-classic-wear-and-tear-set,Heat Not Burn,"The Wear & Tear Set includes all the spare parts of the SOLID VALVE.| Quick Links:| Volcano Digital| Volcano Classic| Volcano Solid Valve| Includes: 1 x Balloon Tube Set 3x3m
1 x. O-Ring Set
1 x Normal Screen Set
1 x Cleaning Brush GET FREE SHIPPING ON ORDERS OVER $50.00.| The Wear & Tear Set includes all the spare parts of the SOLID VALVE.

Quick Links:

Volcano Digital

Volcano Classic

Volcano Solid Valve

Includes:

1 x Balloon Tube Set 3x3m
1 x. O-Ring Set
1 x Normal Screen Set
1 x Cleaning Brush| "
volcano-hybrid-mouthpiece,Heat Not Burn,"Replace or get some spare mouthpieces for your Volcano Hybrid. You will receive 4 pieces.| This is a genuine Storz and Bickel accessory and is only compatible with the Volcano Hybrid Tube Set or Kit.| Quick Links:| Volcano Hybrid | Includes: 4 x Mouthpiece GET FREE SHIPPING ON ORDERS OVER $50.00.| Replace or get some spare mouthpieces for your Volcano Hybrid. You will receive 4 pieces.

This is a genuine Storz and Bickel accessory and is only compatible with the Volcano Hybrid Tube Set or Kit.| Quick Links:

Volcano Hybrid 

Includes:

4 x Mouthpiece"
volcano-easy-valve-digit-classic-wear-and-tear-set,Heat Not Burn,"The Wear & Tear Set includes all the spare parts necessary to renew the Filling Heating Chamber.| Quick Links:| Volcano Digital| Volcano Classic| Volcano Easy Valve| Includes: 6 x Filling Chamber Clip
10 x Cap Ring
1 x Normal Screen Set (approx. Ø 30 mm)
2 x Steel Pad (approx. Ø 28 x 4 mm)
1 x Cleaning Brush GET FREE SHIPPING ON ORDERS OVER $50.00.| The Wear & Tear Set includes all the spare parts necessary to renew the Filling Heating Chamber.| Quick Links:

Volcano Digital

Volcano Classic

Volcano Easy Valve

Includes:

6 x Filling Chamber Clip
10 x Cap Ring
1 x Normal Screen Set (approx. Ø 30 mm)
2 x Steel Pad (approx. Ø 28 x 4 mm)
1 x Cleaning Brush"
volcano-balloon-with-adapter,Heat Not Burn,"This handy device enables you to easily change balloons for your easy valve.| The Adapter allows you to take off used balloons and attach new ones to the valve and mouthpiece, just as you would with the solid valve.| Quick Links:| Volcano Hybrid| Volcano Digital| Volcano Classic| Includes: 1 x Easy Valve Balloon with Adapter
1 x Balloon Fixation Ring
1 x User Manual GET FREE SHIPPING ON ORDERS OVER $50.00.| This handy device enables you to easily change balloons for your easy valve.

The Adapter allows you to take off used balloons and attach new ones to the valve and mouthpiece, just as you would with the solid valve.| Quick Links:

Volcano Hybrid

Volcano Digital

Volcano Classic

Includes:

1 x Easy Valve Balloon with Adapter
1 x Balloon Fixation Ring
1 x User Manual"
lawless-flash-replacement-tip,Heat Not Burn,"This Mouthpiece is a replacement product for the Lawless Flash in case you need to replace the included mouthpiece.| Quick Links:| Lawless Flash | Includes: 1 x Lawless Flash Replacement Mouth Tip GET FREE SHIPPING ON ORDERS OVER $50.00.| This Mouthpiece is a replacement product for the Lawless Flash in case you need to replace the included mouthpiece.| Quick Links:

Lawless Flash 

Includes:

1 x Lawless Flash Replacement Mouth Tip"
lawless-flash-replacement-battery,Heat Not Burn,"The Lawless Flash comes with a special rectangular 1800 mAh battery module that only fits the UNO. It's always handy to have a spare at hand.| Quick Links:| Lawless Flash| Includes: 1 x Lawless Flash Replacement Battery GET FREE SHIPPING ON ORDERS OVER $50.00.| The Lawless Flash comes with a special rectangular 1800 mAh battery module that only fits the UNO. It's always handy to have a spare at hand.| Quick Links:

Lawless Flash

Includes:

1 x Lawless Flash Replacement Battery"
lawless-kino-mouthtip,Heat Not Burn,"A mouthpiece keeps the vapor Flavourful and Cool, at even the top Temperature setting. Comes in a pack of one.| Quick Links:| Lawless Kino   GET FREE SHIPPING ON ORDERS OVER $50.00.| A mouthpiece keeps the vapor Flavourful and Cool, at even the top Temperature setting. Comes in a pack of one.| Quick Links:

Lawless Kino "
lawless-uneek-heating-chamber,Heat Not Burn,"  GET FREE SHIPPING ON ORDERS OVER $50.00.| 
The new Lawless Uneek chamber design is all about flavor, increased airflow, and dense vapor. The Uneek's ceramic chamber is deeper and has larger air jets. The seven jets provide denser vapor and more open airflow. The air intake holes are placed above the electronics and battery, ensuring the only taste is pure vapor.| "
smoka-nug-mouthpiece,Heat Not Burn,"A replacement mouthpiece made for the SMOKA Nug.| Quick links:| SMOKA Nug| Specifications: Compatible with SMOKA Nug GET FREE SHIPPING ON ORDERS OVER $50.00.| A replacement mouthpiece made for the SMOKA Nug.| Quick links:

SMOKA Nug

Specifications:

Compatible with SMOKA Nug
Includes:
1 x SMOKA Nug Replacement Mouthpiece"
smoka-kush,Heat Not Burn,"The Kush is highly portable temperature-controlled device (up to 10 sessions per charge - how long it last may depend on the temperature the user is using it at). This all-in-one device is built with quality and ease of use in mind. The accessories (water pipe adaptor) and mouthpiece simply attach through magnetic connections to help load and the device quickly. And as one of the smaller devices on the market, the KUSH fits snug in the palm of your hand.| Quick Links:| Smoka Kush Mouthpiece| Smoka Kush Adaptor| Specifications: Size: 68.3mm x 27.9mm x 54.8mm
Battery Capacity: 1500 mAh
Optimum temperature range starting from 100°C and ending at 230°C
30 seconds to heat up
High-quality food-grade material
10 sessions per charge
Magnetic connections
Work with 14mm or 18mm waterpipe with Adaptor (Not Included) GET FREE SHIPPING ON ORDERS OVER $50.00.| The Kush is highly portable temperature-controlled device (up to 10 sessions per charge - how long it last may depend on the temperature the user is using it at). This all-in-one device is built with quality and ease of use in mind. The accessories (water pipe adaptor) and mouthpiece simply attach through magnetic connections to help load and the device quickly. And as one of the smaller devices on the market, the KUSH fits snug in the palm of your hand.| Quick Links:

Smoka Kush Mouthpiece

Smoka Kush Adaptor

Specifications:

Size: 68.3mm x 27.9mm x 54.8mm
Battery Capacity: 1500 mAh
Optimum temperature range starting from 100°C and ending at 230°C
30 seconds to heat up
High-quality food-grade material
10 sessions per charge
Magnetic connections
Work with 14mm or 18mm waterpipe with Adaptor (Not Included)
Includes:
1 x KUSH
1 x USB Cable
1 x Packing tool
1 x Cleaning brush"
